rbd,NOM_RBD,RURAL_RBD,cupos_totales,vacantes,ponderacion
788,ESCUELA BASICA VADO DE MORRILLOS,1,31,29,0.935
674,ESCUELA DE VINITA ALTA,1,17,16,0.941
875,ESCUELA BASICA PEDRO LIRA RENCORET,1,17,16,0.941
687,ESCUELA DE HUANTA,1,18,17,0.944
991,ESCUELA PARTICULAR QUEBRADA EL PERAL,1,18,17,0.944
911,ESCUELA LOS TRIGOS,1,20,19,0.95
1021,ESCUELA ZAPALLAR,1,23,22,0.957
917,ESCUELA RINCON DE LA CALERA,1,24,23,0.958
745,ESCUELA LA HIGUERA DE PALOMA,1,24,23,0.958
552,ESCUELA DE CHACAY ALTO,1,24,23,0.958
749,ESCUELA TRANQUE RECOLETA,1,25,24,0.96
13498,ESCUELA BASICA ALTOS DE PECHEN,1,28,27,0.964
1001,ESCUELA PARTICULAR HERMINIA RAMOS,1,29,28,0.966
785,ESCUELA BASICA LOS MAITENES DE SAMO ALTO,1,30,29,0.967
771,ESCUELA PARTICULAR EL ARRAYAN,1,30,29,0.967
1071,ESCUELA PARTICULAR EL ROMERO,1,30,29,0.967
952,ESCUELA BASICA LOS CIENAGOS,1,30,29,0.967
755,ESCUELA CANELILLA,1,34,33,0.971
550,ESCUELA DE ALMIRANTE LATORRE,1,17,17,1.0
1005,ESCUELA PARTICULAR RINCON DE TUNGA,1,15,15,1.0
954,ESCUELA EL AJIAL DE QUILE,1,30,30,1.0
563,COLEGIO LA LAJA,1,24,24,1.0
