rbd,NOM_RBD,RURAL_RBD,cupos_totales,vacantes,ponderacion
689,ESCUELA DE VARILLAR,1,36,26,0.7
1092,ESCUELA BASICA MINCHA NORTE,1,80,58,0.7
1022,ESCUELA COIRON,1,200,145,0.7
908,ESCUELA TABALI,1,284,206,0.7
564,COLEGIO LA ESTRELLA,1,26,19,0.7
795,ESC.BASICA DOMINGO SANTA MARIA GONZALEZ,1,15,11,0.7
736,ESCUELA BASICA LOS SOSSAS,1,30,22,0.7
960,ESCUELA PARTICULAR EL LLANITO,1,15,11,0.7
953,ESCUELA PATRICIO ZEBALLOS,1,150,110,0.7
659,ESCUELA PADRE BLAS HERNANDEZ SANCHEZ,1,30,22,0.7
844,ESCUELA PARTICULAR CERRILLOS DE RAPEL,1,27,20,0.7
823,ESCUELA BASICA COLLIGUAY,1,31,23,0.7
1006,ESCUELA MANUEL JOSE IRARRAZAVAL,1,160,119,0.7
1002,ESCUELA PARTICULAR EL SOCAVON,1,20,15,0.8
859,ESCUELA REBECA MATTE DE INIGUEZ,1,24,18,0.8
934,ESCUELA BEATRIZ VEGA VEGA,1,24,18,0.8
760,ESCUELA LAS LOMAS DE PUNILLA,1,29,22,0.8
13570,ESCUELA MUNICIPAL VILLA SANTA ROSA,0,200,153,0.8
1109,ESCUELA BASICA GABRIELA MISTRAL,1,30,23,0.8
1027,ESCUELA BASICA QUELEN BAJO,1,60,46,0.8
789,ESCUELA EL ESPINAL DE RIO HURTADO,1,30,23,0.8
1094,ESCUELA BASICA POZA HONDA,1,30,23,0.8
13380,ESCUELA BASICA MUNICIPAL LOS PERALES,1,30,23,0.8
777,ESC.BASICA HIJOS DE EL CHANAR,1,35,27,0.8
1047,ESCUELA PARTICULAR VALLE CAMISAS,1,35,27,0.8
998,ESCUELA PARTICULAR ILTA,1,22,17,0.8
902,ESCUELA BASICA ELENA CAFFARENA,1,22,17,0.8
869,ESCUELA BASICA REBECA PONCE DE LEON V.,1,27,21,0.8
1038,ESCUELA PARTICULAR EL PALQUIAL,1,18,14,0.8
879,ESCUELA BASICA BENJAMIN VICUNA MACKENNA,1,32,25,0.8
931,ESCUELA SAN ANTONIO DE PADUA,1,23,18,0.8
731,ESCUELA EL TRAPICHE,1,181,142,0.8
786,ESCUELA BASICA LA HUERTA,1,14,11,0.8
945,ESCUELA SOL NACIENTE,1,94,74,0.8
1032,ESCUELA BASICA SAN AGUSTIN,1,104,82,0.8
746,ESCUELA EL SAUCE,1,24,19,0.8
1113,ESCUELA BASICA SALVADOR REYES,1,15,12,0.8
645,ESCUELA DE EL TANGUE,1,30,24,0.8
928,ESCUELA BASICA GRANEROS,1,20,16,0.8
758,ESCUELA CORDILLERA,1,30,24,0.8
1101,ESCUELA BASICA JOSE MIGUEL CARRERA,1,30,24,0.8
1045,ESCUELA PARTICULAR PUNTA NUEVA,1,30,24,0.8
13302,ESCUELA PARTICULAR CERRO BLANCO,1,30,24,0.8
787,ESCUELA BASICA MORRILLOS,1,20,16,0.8
752,ESCUELA VALLE HERMOSO,1,36,29,0.8
13445,COLEGIO ESPANOL,0,222,179,0.8
727,ESCUELA LA PALOMA,1,21,17,0.8
826,ESCUELA BASICA HACIENDA VALDIVIA,1,17,14,0.8
865,ESCUELA BASICA DANIEL BARROS GREZ,1,23,19,0.8
759,ESCUELA BASICA GASPAR CABRALES,1,75,62,0.8
1037,ESCUELA PARTICULAR HUANQUE,1,36,30,0.8
1068,ESCUELA PARTICULAR CULIMO,1,30,25,0.8
1083,ESCUELA BASICA CARQUINDANO,1,30,25,0.8
891,ESCUELA PARTICULAR RINCON DE LAS CHILCAS,1,18,15,0.8
783,ESCUELA DOCTOR JOSE LUIS ARRANO,1,30,25,0.8
936,ESCUELA EL ESPINAL,1,36,30,0.8
1040,ESCUELA PARTICULAR LAS JARILLAS,1,30,25,0.8
724,ESCUELA BASICA CALETA EL MAITEN,1,30,25,0.8
986,ESCUELA BASICA LAS CHINCHILLAS DE COCOU,1,24,20,0.8
843,ESCUELA LOS PERALES DE CAMPANARIO,1,12,10,0.8
13336,ESCUELA BASICA JOSE IGNACIO ZENTENO,1,18,15,0.8
797,ESCUELA LOS MAITENES DE SERON,1,30,25,0.8
13309,ESC. BASICA LA HIGUERA DE PUNITAQUI,1,30,25,0.8
824,ESCUELA HEROES DE CHILE,1,30,25,0.8
906,ESCUELA LOS CANELOS,1,30,25,0.8
818,ESCUELA LOS CLONQUIS,1,24,20,0.8
13363,ESCUELA BASICA MUNICIPAL LA GRANJITA,1,26,22,0.8
1099,ESCUELA VIOLETA PARRA,1,200,170,0.8
744,ESCUELA ORURO,1,34,29,0.9
862,ESCUELA ESTRELLA DE BELEN,1,14,12,0.9
1011,ESCUELA PARTICULAR MACUCO,1,14,12,0.9
778,ESCUELA BASICA LAS BREAS,1,36,31,0.9
32059,ESCUELA ECOLOGICA PEJERREYES,1,51,44,0.9
792,ESCUELA BASICA ESTANCIA EL SAUCE,1,22,19,0.9
1093,ESCUELA BASICA ATELCURA ALTA,1,30,26,0.9
999,ESCUELA PARTICULAR 18 DE SEPTIEMBRE,1,30,26,0.9
914,ESCUELA PENA BLANCA,1,30,26,0.9
1095,ESCUELA BASICA SARGENTO ALDEA,1,30,26,0.9
13362,ESCUELA BASICA LOS ANGELES DE RAPEL,1,30,26,0.9
933,ESCUELA LAS CRUCES,1,30,26,0.9
950,ESCUELA LA CEBADAS,1,30,26,0.9
11113,BASICA COMUN DELIA ANDRADE DE TELLO,1,30,26,0.9
1082,ESC.BASICA MERCEDES MARIN DEL SOLAR,1,30,26,0.9
899,ESCUELA LUZ DE LUNA,1,31,27,0.9
955,ESCUELA VILLA LOS CORRALES,1,31,27,0.9
956,ESCUELA PORTEZUELOS BLANCOS,1,31,27,0.9
995,ESCUELA PARTICULAR CAREN,1,190,166,0.9
890,ESCUELA PARTICULAR LOS SAPOS,1,24,21,0.9
728,ESCUELA EL ALGARROBO,1,24,21,0.9
816,ESCUELA GUSTAVO CONTRERAS CASTRO,1,24,21,0.9
1030,ESC.BASICA GUILLERMO BARRIOS VARGAS,1,120,105,0.9
994,ESCUELA PARTICULAR RINCON DEL ROMERO,1,24,21,0.9
776,ES.BAS.SAN PEDRO DE RIO HURTADO,1,26,23,0.9
836,ESCUELA INES DE SUAREZ,1,18,16,0.9
1076,ESCUELA PARTICULAR MAIMALICAN,1,18,16,0.9
925,ESCUELA BASICA VILLA LOS QUILES,1,27,24,0.9
886,ESCUELA LA VARIOLA,1,30,27,0.9
1061,ESCUELA TILAMA,1,30,27,0.9
923,ESCUELA EL MAQUI DE QUILE,1,30,27,0.9
726,ESCUELA QUEBRADA SECA DE SOTAQUI,1,30,27,0.9
957,ESCUELA EL CIENAGO,1,30,27,0.9
951,ESCUELA LA CALERA DE SAN JULIAN,1,30,27,0.9
904,ESCUELA CAMPO LINDO,1,30,27,0.9
1102,ESCUELA BASICA BALDOMERO LILLO FIGUEROA,1,30,27,0.9
1042,ESCUELA MUNICIPAL COLLIGUAY,1,90,82,0.9
13465,ESCUELA BASICA JESUS NAZARENO,1,80,73,0.9
13312,ESCUELA PARTICULAR CHEPICA,1,12,11,0.9
735,ESCUELA LA QUIROGA,1,24,22,0.9
1064,ESCUELA BASICA EL QUELON,1,12,11,0.9
1062,ESC.PDTE.FEDERICO ERRAZURIZ ECHAURREN,1,24,22,0.9
948,ESCUELA BASICA LAS AGUILAS,1,25,23,0.9
949,ESCUELA EL DURAZNO DE QUILE,1,27,25,0.9
939,ESCUELA ALMENDRO DE QUILE,1,28,26,0.9
1117,ESCUELA PARTICULAR LOS TOMES,1,28,26,0.9
907,ESCUELA HIJOS DEL PERAL,1,58,54,0.9
1010,ESCUELA PARTICULAR CUYUNTAGUA,1,15,14,0.9
1116,ESCUELA PARTICULAR CANELILLA,1,30,28,0.9
996,ESCUELA PARTICULAR EL LANCO,1,15,14,0.9
1008,ESCUELA PARTICULAR QUILLAICILLO,1,30,28,0.9
1084,ESCUELA BASICA JABONERIA,1,30,28,0.9
963,ESCUELA PARTICULAR EL TENIENTE,1,15,14,0.9
1044,ESCUELA PARTICULAR MANQUEHUA,1,15,14,0.9
788,ESCUELA BASICA VADO DE MORRILLOS,1,31,29,0.9
674,ESCUELA DE VINITA ALTA,1,17,16,0.9
875,ESCUELA BASICA PEDRO LIRA RENCORET,1,17,16,0.9
687,ESCUELA DE HUANTA,1,18,17,0.9
991,ESCUELA PARTICULAR QUEBRADA EL PERAL,1,18,17,0.9
911,ESCUELA LOS TRIGOS,1,20,19,1.0
1021,ESCUELA ZAPALLAR,1,23,22,1.0
917,ESCUELA RINCON DE LA CALERA,1,24,23,1.0
745,ESCUELA LA HIGUERA DE PALOMA,1,24,23,1.0
552,ESCUELA DE CHACAY ALTO,1,24,23,1.0
749,ESCUELA TRANQUE RECOLETA,1,25,24,1.0
13498,ESCUELA BASICA ALTOS DE PECHEN,1,28,27,1.0
1001,ESCUELA PARTICULAR HERMINIA RAMOS,1,29,28,1.0
785,ESCUELA BASICA LOS MAITENES DE SAMO ALTO,1,30,29,1.0
771,ESCUELA PARTICULAR EL ARRAYAN,1,30,29,1.0
1071,ESCUELA PARTICULAR EL ROMERO,1,30,29,1.0
952,ESCUELA BASICA LOS CIENAGOS,1,30,29,1.0
755,ESCUELA CANELILLA,1,34,33,1.0
550,ESCUELA DE ALMIRANTE LATORRE,1,17,17,1.0
1005,ESCUELA PARTICULAR RINCON DE TUNGA,1,15,15,1.0
954,ESCUELA EL AJIAL DE QUILE,1,30,30,1.0
563,COLEGIO LA LAJA,1,24,24,1.0
